"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri Nov 01 17:47:16 GMT 2024","Fri Nov 01 17:47:20 GMT 2024","3805","Regression","Regression Test Run on Chrome","com.opencart.test.NavigationTest","com.opencart.test.NavigationTest","testNavigationMenu","TC-02 Verify that all tabs with dropdown menu of Navigation menu work correctly as expected","TC-02 Verify that all tabs of Navigation menu work correctly as expected"
"passed","Fri Nov 01 17:47:24 GMT 2024","Fri Nov 01 17:47:27 GMT 2024","3683","Regression","Regression Test Run on Chrome","com.opencart.test.NavigationTest","com.opencart.test.NavigationTest","testNavigationMenu","TC-02 Verify that all tabs with dropdown menu of Navigation menu work correctly as expected","TC-02 Verify that all tabs of Navigation menu work correctly as expected"
"passed","Fri Nov 01 17:47:37 GMT 2024","Fri Nov 01 17:47:41 GMT 2024","3847","Regression","Regression Test Run on FireFox","com.opencart.test.NavigationTest","com.opencart.test.NavigationTest","testNavigationMenuWithoutDropdown","TC-03 Verify that all tabs without dropdown menu work correctly as expected","TC-03 Verify that all tabs without dropdown menu work correctly as expected"
"passed","Fri Nov 01 17:47:19 GMT 2024","Fri Nov 01 17:47:25 GMT 2024","5580","Regression","Regression Test Run on Chrome","com.opencart.test.ProductPageTest","com.opencart.test.ProductPageTest","testAppleCinemaName","Verify product name",""
"passed","Fri Nov 01 17:47:25 GMT 2024","Fri Nov 01 17:47:31 GMT 2024","6003","Regression","Regression Test Run on Chrome","com.opencart.test.ProductPageTest","com.opencart.test.ProductPageTest","testRedirectionToBrand","Verify redirection to brand page",""
"passed","Fri Nov 01 17:47:54 GMT 2024","Fri Nov 01 17:47:58 GMT 2024","3478","Regression","Regression Test Run on FireFox","com.opencart.test.NavigationTest","com.opencart.test.NavigationTest","testNavigationMenuWithoutDropdown","TC-03 Verify that all tabs without dropdown menu work correctly as expected","TC-03 Verify that all tabs without dropdown menu work correctly as expected"
"passed","Fri Nov 01 17:47:20 GMT 2024","Fri Nov 01 17:47:26 GMT 2024","5406","Regression","Regression Test Run on Chrome","com.opencart.test.ProductPageTest","com.opencart.test.ProductPageTest","testAppleCinemaPath","Verify breadcrumbs",""
"passed","Fri Nov 01 17:47:55 GMT 2024","Fri Nov 01 17:48:00 GMT 2024","5153","Regression","Regression Test Run on FireFox","com.opencart.test.ProductPageTest","com.opencart.test.ProductPageTest","testAppleCinemaPath","Verify breadcrumbs",""
"passed","Fri Nov 01 17:47:44 GMT 2024","Fri Nov 01 17:47:48 GMT 2024","3479","Regression","Regression Test Run on FireFox","com.opencart.test.NavigationTest","com.opencart.test.NavigationTest","testNavigationMenu","TC-02 Verify that all tabs with dropdown menu of Navigation menu work correctly as expected","TC-02 Verify that all tabs of Navigation menu work correctly as expected"
"passed","Fri Nov 01 17:47:11 GMT 2024","Fri Nov 01 17:47:15 GMT 2024","4390","Regression","Regression Test Run on Chrome","com.opencart.test.NavigationTest","com.opencart.test.NavigationTest","testNavigationMenu","TC-02 Verify that all tabs with dropdown menu of Navigation menu work correctly as expected","TC-02 Verify that all tabs of Navigation menu work correctly as expected"
